都道府県,路線名,物件タイプ,部屋種別,駅,家賃
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,乃木坂,16.0万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,赤坂,19.3万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,国会議事堂前,-
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,霞ケ関,5.3万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,日比谷,4.8万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,二重橋前,4.8万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,大手町,-
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,新御茶ノ水,-
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,湯島,8.6万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,根津,12.9万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,千駄木,12.1万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,西日暮里,11.6万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,町屋,10.5万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,北千住,9.6万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,綾瀬,8.2万円
tokyo,東京メトロ千代田線,アパート,1LDK/2K/2DK,北綾瀬,8.6万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,代々木上原,22.5万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,代々木公園,21.4万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,明治神宮前,-
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,表参道,19.2万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,乃木坂,42.2万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,赤坂,21.0万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,国会議事堂前,5.5万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,霞ケ関,5.5万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,日比谷,5.5万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,二重橋前,5.5万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,大手町,-
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,新御茶ノ水,-
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,湯島,16.4万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,根津,18.3万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,千駄木,18.0万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,西日暮里,15.0万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,町屋,13.3万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,北千住,11.6万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,綾瀬,12.0万円
tokyo,東京メトロ千代田線,アパート,2LDK/3K/3DK,北綾瀬,12.1万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,代々木上原,28.1万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,代々木公園,-
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,明治神宮前,-
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,表参道,39.0万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,乃木坂,65.7万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,赤坂,33.1万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,国会議事堂前,6.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,霞ケ関,6.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,日比谷,6.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,二重橋前,6.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,大手町,6.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,新御茶ノ水,6.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,湯島,20.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,根津,35.0万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,千駄木,33.3万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,西日暮里,27.8万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,町屋,14.6万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,北千住,14.0万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,綾瀬,14.2万円
tokyo,東京メトロ千代田線,アパート,3LDK/4K以上,北綾瀬,14.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,代々木上原,8.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,代々木公園,13.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,明治神宮前,18.1万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,表参道,9.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,乃木坂,12.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,赤坂,14.1万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,国会議事堂前,-
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,霞ケ関,4.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,日比谷,4.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,二重橋前,4.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,大手町,-
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,新御茶ノ水,-
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,湯島,7.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,根津,4.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,千駄木,7.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,西日暮里,6.5万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,町屋,-
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,北千住,7.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,綾瀬,6.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,ワンルーム,北綾瀬,6.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,代々木上原,13.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,代々木公園,14.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,明治神宮前,18.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,表参道,11.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,乃木坂,12.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,赤坂,14.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,国会議事堂前,-
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,霞ケ関,4.5万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,日比谷,4.5万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,二重橋前,4.5万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,大手町,10.5万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,新御茶ノ水,8.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,湯島,8.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,根津,9.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,千駄木,8.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,西日暮里,8.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,町屋,8.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,北千住,7.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,綾瀬,6.5万円
tokyo,東京メトロ千代田線,一戸建て・その他,1K/1DK,北綾瀬,6.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,代々木上原,17.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,代々木公園,18.1万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,明治神宮前,25.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,表参道,26.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,乃木坂,29.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,赤坂,40.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,国会議事堂前,-
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,霞ケ関,4.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,日比谷,4.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,二重橋前,4.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,大手町,16.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,新御茶ノ水,-
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,湯島,25.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,根津,13.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,千駄木,13.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,西日暮里,12.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,町屋,9.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,北千住,9.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,綾瀬,9.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,1LDK/2K/2DK,北綾瀬,9.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,代々木上原,25.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,代々木公園,26.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,明治神宮前,50.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,表参道,33.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,乃木坂,33.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,赤坂,49.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,国会議事堂前,5.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,霞ケ関,5.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,日比谷,5.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,二重橋前,5.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,大手町,25.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,新御茶ノ水,-
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,湯島,29.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,根津,19.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,千駄木,21.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,西日暮里,19.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,町屋,13.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,北千住,12.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,綾瀬,12.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,2LDK/3K/3DK,北綾瀬,12.7万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,代々木上原,37.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,代々木公園,51.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,明治神宮前,79.4万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,表参道,93.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,乃木坂,110.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,赤坂,49.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,国会議事堂前,-
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,霞ケ関,-
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,日比谷,6.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,二重橋前,6.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,大手町,25.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,新御茶ノ水,19.6万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,湯島,32.8万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,根津,26.2万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,千駄木,28.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,西日暮里,25.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,町屋,20.3万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,北千住,17.9万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,綾瀬,17.0万円
tokyo,東京メトロ千代田線,一戸建て・その他,3LDK/4K以上,北綾瀬,18.3万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,新木場,9.2万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,辰巳,9.3万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,豊洲,9.8万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,月島,10.1万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,新富町,9.9万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,銀座一丁目,-
tokyo,東京メトロ有楽町線,マンション,ワンルーム,有楽町,11.5万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,桜田門,4.0万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,永田町,13.2万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,麹町,12.4万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,市ケ谷,9.8万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,飯田橋,9.7万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,江戸川橋,8.0万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,護国寺,7.4万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,東池袋,7.3万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,池袋,7.2万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,要町,6.8万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,千川,6.3万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,小竹向原,6.6万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,氷川台,5.8万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,平和台,6.6万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,地下鉄赤塚,6.7万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,地下鉄成増,5.5万円
tokyo,東京メトロ有楽町線,マンション,ワンルーム,和光市,5.3万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,新木場,9.3万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,辰巳,9.4万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,豊洲,9.9万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,月島,10.6万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,新富町,10.8万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,銀座一丁目,10.5万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,有楽町,11.6万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,桜田門,4.1万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,永田町,13.4万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,麹町,12.5万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,市ケ谷,10.5万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,飯田橋,11.1万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,江戸川橋,9.7万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,護国寺,8.2万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,東池袋,8.6万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,池袋,8.5万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,要町,8.4万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,千川,7.7万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,小竹向原,7.6万円
tokyo,東京メトロ有楽町線,マンション,1K/1DK,氷川台,7.5万円
